北京 	11982
上海 	11303
深圳 	10616
杭州 	9848
珠海 	9302
广州 	9197
南京 	9080
武汉 	9018
厦门 	8700
宁波 	8641
东莞 	8538
重庆 	8499
苏州 	8438
佛山 	8404
成都 	8402
乌鲁木齐	8257
长沙 	8217
南宁 	8126
合肥 	8115
济南 	8102
南昌	7967
福州	7929
海口	7873
贵阳	7865
无锡	7812
郑州	7805
天津	7790
昆明	7744
青岛	7738
西安	7692
兰州	7231
大连	7183
石家庄	7131
哈尔滨	6981
烟台	6905
太原	6815
长春	6602
沈阳	6567
